date,district,magnitude,depth_km,seismic_activity,earthquake
2024-11-27,Dindigul,2.2,89,77,0
2024-11-30,Dindigul,6.4,85,6,0
2024-12-03,Dindigul,2.5,110,24,0
2024-12-06,Dindigul,4.0,288,92,0
2024-12-09,Dindigul,6.6,281,33,0
2024-12-12,Dindigul,5.3,157,30,0
2024-12-15,Dindigul,2.5,206,73,0
2024-12-18,Dindigul,4.7,256,19,0
2024-12-21,Dindigul,2.3,6,54,0
2024-12-24,Dindigul,2.4,250,25,0
2024-12-27,Dindigul,2.5,110,21,0
2024-12-30,Dindigul,5.2,46,60,1
2024-01-01,Thoothukudi,6.2,162,100,1
2024-01-04,Thoothukudi,4.0,255,84,0
2024-01-07,Thoothukudi,3.3,283,49,0
2024-01-10,Thoothukudi,2.9,200,47,0
2024-01-13,Thoothukudi,2.9,27,33,0
2024-01-16,Thoothukudi,4.2,139,28,0
2024-01-19,Thoothukudi,6.2,293,7,0
2024-01-22,Thoothukudi,2.8,54,10,0
2024-01-25,Thoothukudi,5.3,282,52,0
2024-01-28,Thoothukudi,6.9,121,70,1
2024-01-31,Thoothukudi,2.3,203,66,0
2024-02-03,Thoothukudi,4.1,279,87,0
2024-02-06,Thoothukudi,6.3,248,73,1
2024-02-09,Thoothukudi,6.4,248,38,0
2024-02-12,Thoothukudi,2.4,22,64,0
2024-02-15,Thoothukudi,4.9,269,73,0
2024-02-18,Thoothukudi,5.4,80,15,0
2024-02-21,Thoothukudi,6.7,234,22,0
2024-02-24,Thoothukudi,6.7,90,27,0
2024-02-27,Thoothukudi,6.0,69,5,0
2024-03-02,Thoothukudi,4.1,227,25,0
2024-03-05,Thoothukudi,7.0,80,76,1
2024-03-08,Thoothukudi,3.3,39,11,0
2024-03-11,Thoothukudi,3.9,208,70,0
2024-03-14,Thoothukudi,3.6,146,66,0
2024-03-17,Thoothukudi,4.3,11,100,0
2024-03-20,Thoothukudi,5.5,272,100,1
2024-03-23,Thoothukudi,4.1,217,19,0
2024-03-26,Thoothukudi,2.7,56,13,0
2024-03-29,Thoothukudi,4.8,56,100,0
2024-04-01,Thoothukudi,3.4,279,44,0
2024-04-04,Thoothukudi,6.4,140,49,0
2024-04-07,Thoothukudi,5.3,297,77,1
2024-04-10,Thoothukudi,4.4,93,35,0
2024-04-13,Thoothukudi,4.0,210,4,0
2024-04-16,Thoothukudi,4.0,174,88,0
2024-04-19,Thoothukudi,3.2,248,34,0
2024-04-22,Thoothukudi,6.5,15,43,0
2024-04-25,Thoothukudi,6.1,160,39,0
2024-04-28,Thoothukudi,3.4,256,89,0
2024-05-01,Thoothukudi,5.4,121,17,0
2024-05-04,Thoothukudi,3.5,231,99,0
2024-05-07,Thoothukudi,6.1,142,93,1
2024-05-10,Thoothukudi,4.1,50,24,0
2024-05-13,Thoothukudi,4.2,213,94,0
2024-05-16,Thoothukudi,4.4,269,47,0
2024-05-19,Thoothukudi,6.1,268,20,0
2024-05-22,Thoothukudi,2.3,264,51,0
2024-05-25,Thoothukudi,2.7,273,72,0
2024-05-28,Thoothukudi,2.1,103,25,0
2024-05-31,Thoothukudi,6.2,132,4,0
2024-06-03,Thoothukudi,4.3,189,90,0
2024-06-06,Thoothukudi,3.0,193,59,0
2024-06-09,Thoothukudi,4.5,68,87,0
2024-06-12,Thoothukudi,2.2,195,62,0
2024-06-15,Thoothukudi,5.0,95,60,1
2024-06-18,Thoothukudi,4.9,184,44,0
2024-06-21,Thoothukudi,2.8,137,95,0
2024-06-24,Thoothukudi,6.2,51,36,0
2024-06-27,Thoothukudi,2.1,30,20,0
2024-06-30,Thoothukudi,6.3,114,28,0
2024-07-03,Thoothukudi,5.2,110,34,0
2024-07-06,Thoothukudi,5.3,267,2,0
2024-07-09,Thoothukudi,6.3,9,60,1
2024-07-12,Thoothukudi,6.6,93,76,1
2024-07-15,Thoothukudi,6.0,119,32,0
2024-07-18,Thoothukudi,5.0,161,91,1
2024-07-21,Thoothukudi,6.8,145,54,0
2024-07-24,Thoothukudi,6.5,183,58,0
2024-07-27,Thoothukudi,3.3,243,38,0
2024-07-30,Thoothukudi,5.4,208,74,1
2024-08-02,Thoothukudi,2.5,266,84,0
2024-08-05,Thoothukudi,6.8,196,71,1
2024-08-08,Thoothukudi,5.2,149,38,0
2024-08-11,Thoothukudi,5.4,251,8,0
2024-08-14,Thoothukudi,3.7,146,81,0
2024-08-17,Thoothukudi,3.6,146,33,0
2024-08-20,Thoothukudi,5.3,157,24,0
2024-08-23,Thoothukudi,2.7,128,7,0
2024-08-26,Thoothukudi,6.0,211,84,1
2024-08-29,Thoothukudi,3.6,76,92,0
2024-09-01,Thoothukudi,2.1,259,37,0
2024-09-04,Thoothukudi,3.3,219,51,0
2024-09-07,Thoothukudi,3.9,23,74,0
2024-09-10,Thoothukudi,5.5,297,24,0
2024-09-13,Thoothukudi,3.7,118,87,0
2024-09-16,Thoothukudi,4.7,248,85,0
2024-09-19,Thoothukudi,3.8,158,21,0
2024-09-22,Thoothukudi,6.2,290,23,0
2024-09-25,Thoothukudi,3.5,246,16,0
2024-09-28,Thoothukudi,5.7,291,97,1
2024-10-01,Thoothukudi,6.6,176,83,1
2024-10-04,Thoothukudi,2.4,186,28,0
2024-10-07,Thoothukudi,5.7,162,53,0
2024-10-10,Thoothukudi,5.9,174,47,0
2024-10-13,Thoothukudi,3.3,155,59,0
2024-10-16,Thoothukudi,6.3,245,6,0
2024-10-19,Thoothukudi,6.3,41,60,1
2024-10-22,Thoothukudi,6.4,261,15,0
2024-10-25,Thoothukudi,6.3,200,67,1
2024-10-28,Thoothukudi,3.5,32,19,0
2024-10-31,Thoothukudi,2.7,107,43,0
2024-11-03,Thoothukudi,4.0,296,58,0
2024-11-06,Thoothukudi,2.7,97,99,0
2024-11-09,Thoothukudi,2.4,175,80,0
2024-11-12,Thoothukudi,6.9,165,81,1
2024-11-15,Thoothukudi,2.3,236,35,0
2024-11-18,Thoothukudi,3.0,91,73,0
2024-11-21,Thoothukudi,5.8,255,100,1
2024-11-24,Thoothukudi,5.8,50,16,0
2024-11-27,Thoothukudi,5.1,224,51,0
2024-11-30,Thoothukudi,4.1,249,49,0
2024-12-03,Thoothukudi,2.0,278,25,0
2024-12-06,Thoothukudi,5.7,12,41,0
2024-12-09,Thoothukudi,5.8,276,24,0
2024-12-12,Thoothukudi,2.1,7,80,0
2024-12-15,Thoothukudi,5.7,120,88,1
2024-12-18,Thoothukudi,6.4,164,16,0
2024-12-21,Thoothukudi,2.5,262,75,0
2024-12-24,Thoothukudi,3.5,38,5,0
2024-12-27,Thoothukudi,3.5,153,58,0
2024-12-30,Thoothukudi,5.6,273,43,0
2024-01-01,Cuddalore,4.2,73,43,0
2024-01-04,Cuddalore,7.0,255,45,0
2024-01-07,Cuddalore,5.8,89,51,0
2024-01-10,Cuddalore,2.1,119,93,0
2024-01-13,Cuddalore,6.9,113,93,1
2024-01-16,Cuddalore,2.1,263,21,0
2024-01-19,Cuddalore,2.6,24,48,0
2024-01-22,Cuddalore,6.4,135,98,1
2024-01-25,Cuddalore,4.7,29,76,0
2024-01-28,Cuddalore,7.0,60,83,1
2024-01-31,Cuddalore,6.2,29,88,1
2024-02-03,Cuddalore,2.6,232,48,0
2024-02-06,Cuddalore,2.6,134,60,0
2024-02-09,Cuddalore,5.5,110,88,1
2024-02-12,Cuddalore,5.4,9,38,0
2024-02-15,Cuddalore,4.1,56,84,0
2024-02-18,Cuddalore,4.6,75,53,0
2024-02-21,Cuddalore,6.2,58,65,1
2024-02-24,Cuddalore,5.6,65,36,0
2024-02-27,Cuddalore,2.6,59,63,0
2024-03-02,Cuddalore,3.0,107,99,0
2024-03-05,Cuddalore,3.3,272,25,0
2024-03-08,Cuddalore,3.8,214,37,0
2024-03-11,Cuddalore,2.8,285,63,0
2024-03-14,Cuddalore,6.6,251,42,0
2024-03-17,Cuddalore,3.2,11,85,0
2024-03-20,Cuddalore,2.4,61,73,0
2024-03-23,Cuddalore,5.3,81,11,0
2024-03-26,Cuddalore,5.9,43,92,1
2024-03-29,Cuddalore,5.6,136,82,1
2024-04-01,Cuddalore,3.2,156,33,0
2024-04-04,Cuddalore,4.3,56,22,0
2024-04-07,Cuddalore,6.4,153,46,0
2024-04-10,Cuddalore,6.0,165,54,0
2024-04-13,Cuddalore,5.7,53,97,1
2024-04-16,Cuddalore,6.5,9,17,0
2024-04-19,Cuddalore,5.3,92,42,0
2024-04-22,Cuddalore,3.8,229,79,0
2024-04-25,Cuddalore,3.3,52,47,0
2024-04-28,Cuddalore,6.1,98,14,0
2024-05-01,Cuddalore,4.0,238,34,0
2024-05-04,Cuddalore,6.2,249,53,0
2024-05-07,Cuddalore,5.2,90,14,0
2024-05-10,Cuddalore,2.7,35,20,0
2024-05-13,Cuddalore,2.5,252,72,0
2024-05-16,Cuddalore,5.4,97,78,1
2024-05-19,Cuddalore,3.9,188,78,0
2024-05-22,Cuddalore,2.1,71,61,0
2024-05-25,Cuddalore,6.6,62,52,0
2024-05-28,Cuddalore,4.2,37,33,0
2024-05-31,Cuddalore,5.3,11,90,1
2024-06-03,Cuddalore,6.3,273,98,1
2024-06-06,Cuddalore,5.7,294,28,0
2024-06-09,Cuddalore,6.9,178,66,1
2024-06-12,Cuddalore,4.6,53,55,0
2024-06-15,Cuddalore,5.3,132,61,1
2024-06-18,Cuddalore,3.7,202,19,0
2024-06-21,Cuddalore,6.2,290,78,1
2024-06-24,Cuddalore,2.3,85,64,0
2024-06-27,Cuddalore,6.2,258,21,0
2024-06-30,Cuddalore,2.4,256,41,0
2024-07-03,Cuddalore,3.2,147,6,0
2024-07-06,Cuddalore,4.5,286,82,0
2024-07-09,Cuddalore,3.9,125,10,0
2024-07-12,Cuddalore,4.3,298,57,0
2024-07-15,Cuddalore,2.4,260,57,0
2024-07-18,Cuddalore,3.6,259,95,0
2024-07-21,Cuddalore,5.3,57,51,0
2024-07-24,Cuddalore,4.1,290,70,0
2024-07-27,Cuddalore,2.0,51,77,0
2024-07-30,Cuddalore,6.8,160,65,1
2024-08-02,Cuddalore,4.8,238,43,0
2024-08-05,Cuddalore,3.8,32,28,0
2024-08-08,Cuddalore,6.2,174,71,1
2024-08-11,Cuddalore,5.8,247,91,1
2024-08-14,Cuddalore,5.3,236,14,0
2024-08-17,Cuddalore,2.5,118,0,0
2024-08-20,Cuddalore,3.7,154,70,0
2024-08-23,Cuddalore,4.6,59,5,0
2024-08-26,Cuddalore,6.5,257,17,0
2024-08-29,Cuddalore,6.1,214,13,0
2024-09-01,Cuddalore,3.3,105,24,0
2024-09-04,Cuddalore,2.6,206,27,0
2024-09-07,Cuddalore,4.3,102,91,0
2024-09-10,Cuddalore,3.7,217,5,0
2024-09-13,Cuddalore,6.6,68,98,1
2024-09-16,Cuddalore,6.5,239,84,1
2024-09-19,Cuddalore,4.9,263,17,0
2024-09-22,Cuddalore,6.8,7,67,1
2024-09-25,Cuddalore,5.7,288,55,0
2024-09-28,Cuddalore,6.2,252,65,1
2024-10-01,Cuddalore,5.9,95,88,1
2024-10-04,Cuddalore,4.9,70,13,0
2024-10-07,Cuddalore,3.9,169,64,0
2024-10-10,Cuddalore,6.4,219,77,1
2024-10-13,Cuddalore,6.6,132,35,0
2024-10-16,Cuddalore,4.0,180,37,0
2024-10-19,Cuddalore,4.3,73,17,0
2024-10-22,Cuddalore,4.1,267,38,0
2024-10-25,Cuddalore,6.2,285,40,0
2024-10-28,Cuddalore,5.6,288,80,1
2024-10-31,Cuddalore,3.1,112,79,0
2024-11-03,Cuddalore,5.6,181,86,1
2024-11-06,Cuddalore,2.7,96,64,0
2024-11-09,Cuddalore,4.7,170,90,0
2024-11-12,Cuddalore,2.6,185,71,0
2024-11-15,Cuddalore,4.4,297,85,0
2024-11-18,Cuddalore,5.6,278,36,0
2024-11-21,Cuddalore,6.4,221,1,0
2024-11-24,Cuddalore,4.6,17,48,0
2024-11-27,Cuddalore,2.7,33,25,0
2024-11-30,Cuddalore,3.3,87,36,0
2024-12-03,Cuddalore,5.4,79,7,0
2024-12-06,Cuddalore,5.5,156,26,0
2024-12-09,Cuddalore,5.8,21,45,0
2024-12-12,Cuddalore,6.1,57,78,1
2024-12-15,Cuddalore,6.3,292,28,0
2024-12-18,Cuddalore,5.7,292,49,0
2024-12-21,Cuddalore,3.2,152,88,0
2024-12-24,Cuddalore,5.3,200,49,0
2024-12-27,Cuddalore,4.1,165,70,0
2024-12-30,Cuddalore,2.3,133,25,0
2024-01-01,Nagapattinam,5.1,231,28,0
2024-01-04,Nagapattinam,6.6,193,96,1
2024-01-07,Nagapattinam,4.9,105,99,0
2024-01-10,Nagapattinam,5.6,104,37,0
2024-01-13,Nagapattinam,4.2,43,23,0
2024-01-16,Nagapattinam,6.8,268,15,0
2024-01-19,Nagapattinam,3.9,224,35,0
2024-01-22,Nagapattinam,4.8,71,20,0
2024-01-25,Nagapattinam,4.9,135,0,0
2024-01-28,Nagapattinam,3.7,84,5,0
2024-01-31,Nagapattinam,2.8,170,76,0
2024-02-03,Nagapattinam,2.3,159,62,0
2024-02-06,Nagapattinam,5.9,286,45,0
2024-02-09,Nagapattinam,2.4,167,67,0
2024-02-12,Nagapattinam,3.1,99,66,0
2024-02-15,Nagapattinam,2.3,263,20,0
2024-02-18,Nagapattinam,4.1,279,51,0
2024-02-21,Nagapattinam,2.5,118,27,0
2024-02-24,Nagapattinam,5.3,174,46,0
2024-02-27,Nagapattinam,3.5,276,60,0
2024-03-02,Nagapattinam,7.0,9,14,0
2024-03-05,Nagapattinam,5.3,233,30,0
2024-03-08,Nagapattinam,6.5,129,5,0
2024-03-11,Nagapattinam,5.4,169,48,0
2024-03-14,Nagapattinam,6.6,63,49,0
2024-03-17,Nagapattinam,3.3,149,3,0
2024-03-20,Nagapattinam,6.6,196,65,1
2024-03-23,Nagapattinam,6.0,233,62,1
2024-03-26,Nagapattinam,2.2,103,41,0
2024-03-29,Nagapattinam,4.6,54,21,0
2024-04-01,Nagapattinam,6.9,280,68,1
2024-04-04,Nagapattinam,2.0,38,26,0
2024-04-07,Nagapattinam,5.4,114,87,1
2024-04-10,Nagapattinam,4.1,58,26,0
2024-04-13,Nagapattinam,4.7,227,82,0
2024-04-16,Nagapattinam,6.1,41,95,1
2024-04-19,Nagapattinam,5.4,17,58,0
2024-04-22,Nagapattinam,5.6,24,11,0
2024-04-25,Nagapattinam,2.4,96,32,0
2024-04-28,Nagapattinam,4.8,299,29,0
2024-05-01,Nagapattinam,6.6,213,49,0
2024-05-04,Nagapattinam,4.3,212,55,0
2024-05-07,Nagapattinam,3.6,204,86,0
2024-05-10,Nagapattinam,2.6,8,82,0
2024-05-13,Nagapattinam,5.6,37,96,1
2024-05-16,Nagapattinam,5.7,28,89,1
2024-05-19,Nagapattinam,6.2,188,64,1
2024-05-22,Nagapattinam,2.5,159,77,0
2024-05-25,Nagapattinam,2.4,229,48,0
2024-05-28,Nagapattinam,4.0,20,60,0
2024-05-31,Nagapattinam,2.8,117,17,0
2024-06-03,Nagapattinam,5.7,284,37,0
2024-06-06,Nagapattinam,6.8,78,38,0
2024-06-09,Nagapattinam,5.4,196,1,0
2024-06-12,Nagapattinam,4.8,289,18,0
2024-06-15,Nagapattinam,2.6,7,73,0
2024-06-18,Nagapattinam,5.0,280,70,1
2024-06-21,Nagapattinam,6.7,161,26,0
2024-06-24,Nagapattinam,5.7,181,27,0
2024-06-27,Nagapattinam,4.1,267,18,0
2024-06-30,Nagapattinam,2.8,118,78,0
2024-07-03,Nagapattinam,6.2,104,14,0
2024-07-06,Nagapattinam,2.9,295,6,0
2024-07-09,Nagapattinam,6.3,286,59,0
2024-07-12,Nagapattinam,5.2,42,37,0
2024-07-15,Nagapattinam,5.4,133,12,0
2024-07-18,Nagapattinam,3.0,254,42,0
2024-07-21,Nagapattinam,3.8,125,12,0
2024-07-24,Nagapattinam,3.4,40,24,0
2024-07-27,Nagapattinam,3.6,235,42,0
2024-07-30,Nagapattinam,5.1,161,88,1
2024-08-02,Nagapattinam,4.9,294,72,0
2024-08-05,Nagapattinam,3.8,166,54,0
2024-08-08,Nagapattinam,2.8,165,31,0
2024-08-11,Nagapattinam,5.9,228,35,0
2024-08-14,Nagapattinam,6.2,73,86,1
2024-08-17,Nagapattinam,5.7,250,59,0
2024-08-20,Nagapattinam,4.2,161,62,0
2024-08-23,Nagapattinam,4.8,94,82,0
2024-08-26,Nagapattinam,5.0,148,17,0
2024-08-29,Nagapattinam,6.5,105,33,0
2024-09-01,Nagapattinam,5.7,44,93,1
2024-09-04,Nagapattinam,2.4,14,64,0
2024-09-07,Nagapattinam,5.2,212,98,1
2024-09-10,Nagapattinam,5.0,23,70,1
2024-09-13,Nagapattinam,3.3,281,60,0
2024-09-16,Nagapattinam,5.3,81,46,0
2024-09-19,Nagapattinam,4.0,153,17,0
2024-09-22,Nagapattinam,4.3,266,11,0
2024-09-25,Nagapattinam,4.0,262,1,0
2024-09-28,Nagapattinam,5.3,89,96,1
2024-10-01,Nagapattinam,4.6,233,20,0
2024-10-04,Nagapattinam,2.9,294,84,0
2024-10-07,Nagapattinam,6.4,79,94,1
2024-10-10,Nagapattinam,5.7,188,5,0
2024-10-13,Nagapattinam,3.1,254,29,0
2024-10-16,Nagapattinam,2.3,194,29,0
2024-10-19,Nagapattinam,2.2,110,66,0
2024-10-22,Nagapattinam,6.5,189,49,0
2024-10-25,Nagapattinam,4.3,237,5,0
2024-10-28,Nagapattinam,2.2,170,13,0
2024-10-31,Nagapattinam,5.5,271,81,1
2024-11-03,Nagapattinam,6.1,139,74,1
2024-11-06,Nagapattinam,4.7,94,48,0
2024-11-09,Nagapattinam,5.3,192,75,1
2024-11-12,Nagapattinam,5.3,44,66,1
2024-11-15,Nagapattinam,3.3,119,66,0
2024-11-18,Nagapattinam,4.0,181,62,0
2024-11-21,Nagapattinam,6.0,8,64,1
2024-11-24,Nagapattinam,6.4,230,21,0
2024-11-27,Nagapattinam,3.1,268,82,0
2024-11-30,Nagapattinam,3.4,81,23,0
2024-12-03,Nagapattinam,2.8,65,84,0
2024-12-06,Nagapattinam,3.2,174,92,0
2024-12-09,Nagapattinam,2.6,250,61,0
2024-12-12,Nagapattinam,3.1,87,82,0
2024-12-15,Nagapattinam,6.2,16,31,0
2024-12-18,Nagapattinam,2.2,298,75,0
2024-12-21,Nagapattinam,2.8,267,5,0
2024-12-24,Nagapattinam,6.5,80,7,0
2024-12-27,Nagapattinam,2.8,97,66,0
2024-12-30,Nagapattinam,6.8,293,81,1
2024-01-01,Theni,2.1,150,10,0
2024-01-04,Theni,3.1,246,61,0
2024-01-07,Theni,2.9,215,76,0
2024-01-10,Theni,2.7,98,79,0
2024-01-13,Theni,5.3,140,21,0
2024-01-16,Theni,5.6,180,58,0
2024-01-19,Theni,5.0,40,29,0
2024-01-22,Theni,3.9,72,13,0
2024-01-25,Theni,2.1,272,64,0
2024-01-28,Theni,5.4,81,77,1
2024-01-31,Theni,2.5,248,78,0
2024-02-03,Theni,5.0,277,64,1
2024-02-06,Theni,5.8,52,61,1
2024-02-09,Theni,5.3,281,0,0
2024-02-12,Theni,6.5,225,66,1
2024-02-15,Theni,4.1,27,89,0
2024-02-18,Theni,4.6,122,61,0
2024-02-21,Theni,5.9,200,44,0
2024-02-24,Theni,4.9,299,12,0
2024-02-27,Theni,4.1,135,61,0
2024-03-02,Theni,5.8,47,36,0
2024-03-05,Theni,5.0,283,52,0
2024-03-08,Theni,3.3,7,90,0
2024-03-11,Theni,5.7,8,73,1
2024-03-14,Theni,4.6,271,0,0
2024-03-17,Theni,3.9,110,88,0
2024-03-20,Theni,6.0,214,46,0
2024-03-23,Theni,2.5,223,83,0
2024-03-26,Theni,4.9,138,68,0
2024-03-29,Theni,4.1,192,78,0
2024-04-01,Theni,3.4,208,96,0
2024-04-04,Theni,3.0,287,100,0
2024-04-07,Theni,4.8,96,47,0
2024-04-10,Theni,4.8,252,32,0
2024-04-13,Theni,6.9,300,44,0
2024-04-16,Theni,5.9,208,94,1
2024-04-19,Theni,2.7,65,95,0
2024-04-22,Theni,3.1,87,12,0
2024-04-25,Theni,3.1,210,100,0
2024-04-28,Theni,3.7,286,78,0
2024-05-01,Theni,5.5,31,20,0
2024-05-04,Theni,3.9,7,11,0
2024-05-07,Theni,6.1,246,76,1
2024-05-10,Theni,4.2,37,33,0
2024-05-13,Theni,3.1,45,77,0
2024-05-16,Theni,2.2,201,51,0
2024-05-19,Theni,5.1,271,36,0
2024-05-22,Theni,5.6,34,99,1
2024-05-25,Theni,6.1,258,56,0
2024-05-28,Theni,2.1,270,36,0
2024-05-31,Theni,3.0,266,66,0
2024-06-03,Theni,5.5,91,86,1
2024-06-06,Theni,2.2,127,83,0
2024-06-09,Theni,2.0,85,11,0
2024-06-12,Theni,7.0,209,45,0
2024-06-15,Theni,5.3,212,75,1
2024-06-18,Theni,3.0,12,94,0
2024-06-21,Theni,5.5,51,70,1
2024-06-24,Theni,3.4,291,74,0
2024-06-27,Theni,3.7,146,28,0
2024-06-30,Theni,5.0,104,58,0
2024-07-03,Theni,6.6,299,0,0
2024-07-06,Theni,3.3,213,64,0
2024-07-09,Theni,2.5,42,64,0
2024-07-12,Theni,3.5,64,65,0
2024-07-15,Theni,6.8,280,73,1
2024-07-18,Theni,3.3,231,48,0
2024-07-21,Theni,4.8,129,96,0
2024-07-24,Theni,3.7,239,87,0
2024-07-27,Theni,4.3,19,61,0
2024-07-30,Theni,2.6,39,48,0
2024-08-02,Theni,5.2,117,86,1
2024-08-05,Theni,5.5,166,52,0
2024-08-08,Theni,6.8,269,68,1
2024-08-11,Theni,2.0,139,31,0
2024-08-14,Theni,3.4,209,86,0
2024-08-17,Theni,5.7,180,9,0
2024-08-20,Theni,4.8,96,60,0
2024-08-23,Theni,3.6,116,73,0
2024-08-26,Theni,3.3,102,63,0
2024-08-29,Theni,5.7,125,94,1
2024-09-01,Theni,3.2,140,26,0
2024-09-04,Theni,3.1,132,79,0
2024-09-07,Theni,3.8,59,15,0
2024-09-10,Theni,6.6,257,78,1
2024-09-13,Theni,2.0,282,5,0
2024-09-16,Theni,6.2,195,79,1
2024-09-19,Theni,3.6,299,35,0
2024-09-22,Theni,4.5,266,35,0
2024-09-25,Theni,4.0,300,16,0
2024-09-28,Theni,2.3,221,61,0
2024-10-01,Theni,6.7,21,64,1
2024-10-04,Theni,3.7,94,58,0
2024-10-07,Theni,6.9,270,58,0
2024-10-10,Theni,3.6,9,1,0
2024-10-13,Theni,5.4,199,74,1
2024-10-16,Theni,2.5,190,78,0
2024-10-19,Theni,6.3,100,70,1
2024-10-22,Theni,3.3,142,60,0
2024-10-25,Theni,6.8,180,46,0
2024-10-28,Theni,2.9,222,26,0
2024-10-31,Theni,4.1,195,46,0
2024-11-03,Theni,6.3,148,57,0
2024-11-06,Theni,2.9,72,73,0
2024-11-09,Theni,5.4,56,92,1
2024-11-12,Theni,3.3,125,71,0
2024-11-15,Theni,4.2,200,25,0
2024-11-18,Theni,2.7,81,60,0
2024-11-21,Theni,6.0,95,53,0
2024-11-24,Theni,4.5,269,68,0
2024-11-27,Theni,5.6,254,38,0
2024-11-30,Theni,3.3,295,6,0
2024-12-03,Theni,4.0,88,7,0
2024-12-06,Theni,3.1,135,60,0
2024-12-09,Theni,6.2,54,57,0
2024-12-12,Theni,5.7,138,46,0
2024-12-15,Theni,3.8,290,32,0
2024-12-18,Theni,3.7,215,15,0
2024-12-21,Theni,3.8,106,73,0
2024-12-24,Theni,4.9,280,22,0
2024-12-27,Theni,6.9,150,45,0
2024-12-30,Theni,3.6,266,62,0
2024-01-01,Virudhunagar,5.9,233,10,0
2024-01-04,Virudhunagar,3.9,151,59,0
2024-01-07,Virudhunagar,5.2,79,21,0
2024-01-10,Virudhunagar,5.2,177,53,0
2024-01-13,Virudhunagar,5.2,297,51,0
2024-01-16,Virudhunagar,6.2,41,10,0
2024-01-19,Virudhunagar,2.8,121,40,0
2024-01-22,Virudhunagar,3.6,154,90,0
2024-01-25,Virudhunagar,3.3,207,34,0
2024-01-28,Virudhunagar,6.4,190,95,1
2024-01-31,Virudhunagar,4.9,235,52,0
2024-02-03,Virudhunagar,2.8,16,16,0
2024-02-06,Virudhunagar,5.6,133,95,1
2024-02-09,Virudhunagar,5.5,45,26,0
2024-02-12,Virudhunagar,2.8,57,12,0
2024-02-15,Virudhunagar,2.3,247,70,0
2024-02-18,Virudhunagar,2.3,208,67,0
2024-02-21,Virudhunagar,5.8,47,13,0
2024-02-24,Virudhunagar,3.3,84,10,0
2024-02-27,Virudhunagar,5.3,204,39,0
2024-03-02,Virudhunagar,3.1,150,56,0
2024-03-05,Virudhunagar,5.1,72,67,1
2024-03-08,Virudhunagar,6.2,19,4,0
2024-03-11,Virudhunagar,5.3,171,60,1
2024-03-14,Virudhunagar,4.3,281,34,0
2024-03-17,Virudhunagar,4.7,74,89,0
2024-03-20,Virudhunagar,4.7,238,80,0
2024-03-23,Virudhunagar,5.7,293,55,0
2024-03-26,Virudhunagar,4.6,278,39,0
2024-03-29,Virudhunagar,6.5,251,69,1
2024-04-01,Virudhunagar,3.1,50,56,0
2024-04-04,Virudhunagar,3.5,216,33,0
2024-04-07,Virudhunagar,2.8,10,0,0
2024-04-10,Virudhunagar,4.6,74,44,0
2024-04-13,Virudhunagar,3.4,278,1,0
2024-04-16,Virudhunagar,5.4,256,96,1
2024-04-19,Virudhunagar,4.4,9,98,0
2024-04-22,Virudhunagar,4.2,154,76,0
2024-04-25,Virudhunagar,3.2,8,70,0
2024-04-28,Virudhunagar,3.9,215,71,0
2024-05-01,Virudhunagar,4.2,132,20,0
2024-05-04,Virudhunagar,5.6,204,48,0
2024-05-07,Virudhunagar,3.1,45,54,0
2024-05-10,Virudhunagar,5.1,269,97,1
2024-05-13,Virudhunagar,6.0,144,36,0
2024-05-16,Virudhunagar,5.2,277,34,0
2024-05-19,Virudhunagar,4.1,40,23,0
2024-05-22,Virudhunagar,2.7,61,81,0
2024-05-25,Virudhunagar,4.3,236,34,0
2024-05-28,Virudhunagar,5.5,256,24,0
2024-05-31,Virudhunagar,3.6,82,6,0
2024-06-03,Virudhunagar,6.8,16,23,0
2024-06-06,Virudhunagar,6.9,149,34,0
2024-06-09,Virudhunagar,2.6,229,93,0
2024-06-12,Virudhunagar,2.0,51,19,0
2024-06-15,Virudhunagar,2.1,116,43,0
2024-06-18,Virudhunagar,4.1,260,47,0
2024-06-21,Virudhunagar,4.3,21,42,0
2024-06-24,Virudhunagar,2.4,79,7,0
2024-06-27,Virudhunagar,3.3,205,9,0
2024-06-30,Virudhunagar,4.7,97,24,0
2024-07-03,Virudhunagar,6.5,133,48,0
2024-07-06,Virudhunagar,6.1,67,98,1
2024-07-09,Virudhunagar,5.6,202,98,1
2024-07-12,Virudhunagar,6.9,131,94,1
2024-07-15,Virudhunagar,7.0,106,58,0
2024-07-18,Virudhunagar,5.7,53,66,1
2024-07-21,Virudhunagar,5.3,111,60,1
2024-07-24,Virudhunagar,3.9,164,41,0
2024-07-27,Virudhunagar,2.8,26,95,0
2024-07-30,Virudhunagar,6.7,271,15,0
2024-08-02,Virudhunagar,3.3,157,25,0
2024-08-05,Virudhunagar,3.8,31,85,0
2024-08-08,Virudhunagar,3.1,62,30,0
2024-08-11,Virudhunagar,5.2,171,1,0
2024-08-14,Virudhunagar,2.8,146,74,0
2024-08-17,Virudhunagar,2.6,129,1,0
2024-08-20,Virudhunagar,6.8,248,88,1
2024-08-23,Virudhunagar,5.0,195,98,1
2024-08-26,Virudhunagar,2.4,85,63,0
2024-08-29,Virudhunagar,2.5,178,97,0
2024-09-01,Virudhunagar,5.1,35,45,0
2024-09-04,Virudhunagar,5.2,279,13,0
2024-09-07,Virudhunagar,2.6,124,40,0
