date,district,wind_speed,pressure,humidity,cyclone
2025-08-23,Thoothukudi,123,1020,77,0
2025-08-26,Thoothukudi,88,1010,86,0
2025-08-29,Thoothukudi,83,953,73,0
2025-09-01,Thoothukudi,115,974,92,1
2025-09-04,Thoothukudi,94,954,98,0
2025-09-07,Thoothukudi,55,965,93,0
2025-09-10,Thoothukudi,151,1010,98,0
2025-09-13,Thoothukudi,154,968,85,0
2025-09-16,Thoothukudi,159,960,58,0
2025-09-19,Thoothukudi,107,969,91,1
2025-09-22,Thoothukudi,54,966,70,0
2025-09-25,Thoothukudi,124,1005,61,0
2025-09-28,Thoothukudi,90,983,62,0
2025-10-01,Thoothukudi,101,973,72,0
2025-10-04,Thoothukudi,61,978,94,0
2025-10-07,Thoothukudi,137,1009,71,0
2025-10-10,Thoothukudi,99,969,90,0
2025-10-13,Thoothukudi,72,953,72,0
2025-10-16,Thoothukudi,95,950,71,0
2025-10-19,Thoothukudi,42,951,90,0
2025-10-22,Thoothukudi,92,1017,66,0
2025-10-25,Thoothukudi,122,993,79,0
2025-10-28,Thoothukudi,95,954,97,0
2025-10-31,Thoothukudi,66,974,66,0
2025-11-03,Thoothukudi,109,968,67,0
2025-11-06,Thoothukudi,156,980,99,0
2025-11-09,Thoothukudi,124,964,58,0
2025-11-12,Thoothukudi,85,980,99,0
2025-11-15,Thoothukudi,154,997,82,0
2025-11-18,Thoothukudi,128,989,64,0
2025-11-21,Thoothukudi,34,989,68,0
2025-11-24,Thoothukudi,145,1009,56,0
2025-11-27,Thoothukudi,115,952,64,0
2025-11-30,Thoothukudi,49,962,83,0
2025-12-03,Thoothukudi,75,968,88,0
2025-12-06,Thoothukudi,102,973,73,0
2025-12-09,Thoothukudi,127,989,77,0
2025-12-12,Thoothukudi,121,1012,85,0
2025-12-15,Thoothukudi,144,1010,96,0
2025-12-18,Thoothukudi,41,1016,60,0
2025-12-21,Thoothukudi,75,962,66,0
2025-12-24,Thoothukudi,150,990,95,0
2025-12-27,Thoothukudi,89,1020,98,0
2025-12-30,Thoothukudi,106,1005,85,0
2025-01-01,Cuddalore,62,999,89,0
2025-01-04,Cuddalore,132,1009,57,0
2025-01-07,Cuddalore,138,966,78,0
2025-01-10,Cuddalore,103,959,75,0
2025-01-13,Cuddalore,105,962,80,0
2025-01-16,Cuddalore,53,976,79,0
2025-01-19,Cuddalore,113,996,85,0
2025-01-22,Cuddalore,64,979,86,0
2025-01-25,Cuddalore,59,997,82,0
2025-01-28,Cuddalore,104,976,69,0
2025-01-31,Cuddalore,123,974,65,0
2025-02-03,Cuddalore,109,996,92,0
2025-02-06,Cuddalore,159,959,89,1
2025-02-09,Cuddalore,155,972,62,0
2025-02-12,Cuddalore,87,975,91,0
2025-02-15,Cuddalore,124,984,98,0
2025-02-18,Cuddalore,39,951,87,0
2025-02-21,Cuddalore,51,994,84,0
2025-02-24,Cuddalore,43,975,88,0
2025-02-27,Cuddalore,102,975,97,1
2025-03-02,Cuddalore,37,965,91,0
2025-03-05,Cuddalore,159,959,85,0
2025-03-08,Cuddalore,104,959,56,0
2025-03-11,Cuddalore,98,1004,68,0
2025-03-14,Cuddalore,41,996,62,0
2025-03-17,Cuddalore,129,951,62,0
2025-03-20,Cuddalore,59,966,100,0
2025-03-23,Cuddalore,78,1003,88,0
2025-03-26,Cuddalore,64,961,67,0
2025-03-29,Cuddalore,105,977,98,1
2025-04-01,Cuddalore,158,1008,99,0
2025-04-04,Cuddalore,98,1001,89,0
2025-04-07,Cuddalore,110,960,97,1
2025-04-10,Cuddalore,131,953,75,0
2025-04-13,Cuddalore,85,973,91,0
2025-04-16,Cuddalore,49,976,57,0
2025-04-19,Cuddalore,98,1019,64,0
2025-04-22,Cuddalore,54,1012,72,0
2025-04-25,Cuddalore,156,974,76,0
2025-04-28,Cuddalore,89,974,91,0
2025-05-01,Cuddalore,85,992,60,0
2025-05-04,Cuddalore,75,971,69,0
2025-05-07,Cuddalore,82,972,88,0
2025-05-10,Cuddalore,97,1005,90,0
2025-05-13,Cuddalore,110,990,57,0
2025-05-16,Cuddalore,99,955,97,0
2025-05-19,Cuddalore,95,1014,96,0
2025-05-22,Cuddalore,61,952,97,0
2025-05-25,Cuddalore,115,972,70,0
2025-05-28,Cuddalore,111,966,82,0
2025-05-31,Cuddalore,160,951,98,1
2025-06-03,Cuddalore,141,1012,99,0
2025-06-06,Cuddalore,59,974,78,0
2025-06-09,Cuddalore,59,953,66,0
2025-06-12,Cuddalore,37,988,59,0
2025-06-15,Cuddalore,71,961,88,0
2025-06-18,Cuddalore,77,1009,80,0
2025-06-21,Cuddalore,128,1019,68,0
2025-06-24,Cuddalore,63,977,77,0
2025-06-27,Cuddalore,72,983,98,0
2025-06-30,Cuddalore,123,954,71,0
2025-07-03,Cuddalore,65,1011,82,0
2025-07-06,Cuddalore,147,960,99,1
2025-07-09,Cuddalore,135,970,71,0
2025-07-12,Cuddalore,154,1000,81,0
2025-07-15,Cuddalore,61,959,90,0
2025-07-18,Cuddalore,147,956,100,1
2025-07-21,Cuddalore,80,967,73,0
2025-07-24,Cuddalore,86,984,56,0
2025-07-27,Cuddalore,105,986,71,0
2025-07-30,Cuddalore,37,978,88,0
2025-08-02,Cuddalore,138,989,92,0
2025-08-05,Cuddalore,108,969,59,0
2025-08-08,Cuddalore,145,1018,94,0
2025-08-11,Cuddalore,33,1017,62,0
2025-08-14,Cuddalore,68,981,63,0
2025-08-17,Cuddalore,98,953,74,0
2025-08-20,Cuddalore,97,961,80,0
2025-08-23,Cuddalore,57,971,99,0
2025-08-26,Cuddalore,69,979,55,0
2025-08-29,Cuddalore,160,981,69,0
2025-09-01,Cuddalore,149,1003,96,0
2025-09-04,Cuddalore,123,1002,58,0
2025-09-07,Cuddalore,43,1001,79,0
2025-09-10,Cuddalore,110,950,86,1
2025-09-13,Cuddalore,93,959,83,0
2025-09-16,Cuddalore,31,988,66,0
2025-09-19,Cuddalore,108,1010,91,0
2025-09-22,Cuddalore,49,956,69,0
2025-09-25,Cuddalore,147,953,60,0
2025-09-28,Cuddalore,149,975,96,1
2025-10-01,Cuddalore,125,992,62,0
2025-10-04,Cuddalore,141,1008,99,0
2025-10-07,Cuddalore,100,982,79,0
2025-10-10,Cuddalore,88,1006,100,0
2025-10-13,Cuddalore,43,994,95,0
2025-10-16,Cuddalore,142,984,92,0
2025-10-19,Cuddalore,160,963,76,0
2025-10-22,Cuddalore,54,973,57,0
2025-10-25,Cuddalore,146,989,57,0
2025-10-28,Cuddalore,127,976,88,1
2025-10-31,Cuddalore,76,972,62,0
2025-11-03,Cuddalore,45,992,94,0
2025-11-06,Cuddalore,102,1016,86,0
2025-11-09,Cuddalore,39,970,83,0
2025-11-12,Cuddalore,94,965,97,0
2025-11-15,Cuddalore,155,964,55,0
2025-11-18,Cuddalore,123,957,61,0
2025-11-21,Cuddalore,129,993,70,0
2025-11-24,Cuddalore,117,1006,82,0
2025-11-27,Cuddalore,81,968,88,0
2025-11-30,Cuddalore,45,1019,59,0
2025-12-03,Cuddalore,38,1001,79,0
2025-12-06,Cuddalore,112,972,95,1
2025-12-09,Cuddalore,63,1012,80,0
2025-12-12,Cuddalore,155,997,80,0
2025-12-15,Cuddalore,81,1015,61,0
2025-12-18,Cuddalore,53,970,82,0
2025-12-21,Cuddalore,136,971,72,0
2025-12-24,Cuddalore,44,971,70,0
2025-12-27,Cuddalore,59,950,67,0
2025-12-30,Cuddalore,144,996,80,0
2025-01-01,Nagapattinam,56,970,95,0
2025-01-04,Nagapattinam,149,1015,81,0
2025-01-07,Nagapattinam,150,1006,84,0
2025-01-10,Nagapattinam,147,1015,77,0
2025-01-13,Nagapattinam,38,1015,66,0
2025-01-16,Nagapattinam,154,968,72,0
2025-01-19,Nagapattinam,98,1012,59,0
2025-01-22,Nagapattinam,41,986,84,0
2025-01-25,Nagapattinam,48,993,83,0
2025-01-28,Nagapattinam,148,1011,94,0
2025-01-31,Nagapattinam,86,1004,69,0
2025-02-03,Nagapattinam,141,962,72,0
2025-02-06,Nagapattinam,88,966,73,0
2025-02-09,Nagapattinam,160,965,59,0
2025-02-12,Nagapattinam,144,983,79,0
2025-02-15,Nagapattinam,32,971,72,0
2025-02-18,Nagapattinam,100,1017,75,0
2025-02-21,Nagapattinam,150,968,77,0
2025-02-24,Nagapattinam,105,1013,98,0
2025-02-27,Nagapattinam,117,968,56,0
2025-03-02,Nagapattinam,92,984,66,0
2025-03-05,Nagapattinam,97,950,84,0
2025-03-08,Nagapattinam,154,962,86,1
2025-03-11,Nagapattinam,88,969,84,0
2025-03-14,Nagapattinam,150,1020,84,0
2025-03-17,Nagapattinam,125,981,98,0
2025-03-20,Nagapattinam,73,972,77,0
2025-03-23,Nagapattinam,69,965,68,0
2025-03-26,Nagapattinam,148,1010,55,0
2025-03-29,Nagapattinam,73,984,57,0
2025-04-01,Nagapattinam,117,999,88,0
2025-04-04,Nagapattinam,99,1020,59,0
2025-04-07,Nagapattinam,148,985,77,0
2025-04-10,Nagapattinam,132,989,55,0
2025-04-13,Nagapattinam,62,999,89,0
2025-04-16,Nagapattinam,102,973,77,0
2025-04-19,Nagapattinam,114,993,78,0
2025-04-22,Nagapattinam,76,984,98,0
2025-04-25,Nagapattinam,89,955,86,0
2025-04-28,Nagapattinam,54,989,68,0
2025-05-01,Nagapattinam,94,981,65,0
2025-05-04,Nagapattinam,50,952,66,0
2025-05-07,Nagapattinam,40,999,69,0
2025-05-10,Nagapattinam,50,1012,64,0
2025-05-13,Nagapattinam,82,981,95,0
2025-05-16,Nagapattinam,138,978,95,1
2025-05-19,Nagapattinam,124,990,96,0
2025-05-22,Nagapattinam,146,1019,94,0
2025-05-25,Nagapattinam,59,954,91,0
2025-05-28,Nagapattinam,141,981,77,0
2025-05-31,Nagapattinam,67,969,72,0
2025-06-03,Nagapattinam,107,1012,85,0
2025-06-06,Nagapattinam,61,1001,87,0
2025-06-09,Nagapattinam,115,955,79,0
2025-06-12,Nagapattinam,118,1009,81,0
2025-06-15,Nagapattinam,124,1003,95,0
2025-06-18,Nagapattinam,85,962,99,0
2025-06-21,Nagapattinam,33,980,62,0
2025-06-24,Nagapattinam,145,966,66,0
2025-06-27,Nagapattinam,91,1018,89,0
2025-06-30,Nagapattinam,146,984,98,0
2025-07-03,Nagapattinam,136,1011,76,0
2025-07-06,Nagapattinam,144,984,62,0
2025-07-09,Nagapattinam,69,963,75,0
2025-07-12,Nagapattinam,95,996,92,0
2025-07-15,Nagapattinam,104,1009,65,0
2025-07-18,Nagapattinam,139,975,82,0
2025-07-21,Nagapattinam,150,977,97,1
2025-07-24,Nagapattinam,62,1002,92,0
2025-07-27,Nagapattinam,75,994,66,0
2025-07-30,Nagapattinam,157,974,73,0
2025-08-02,Nagapattinam,40,950,68,0
2025-08-05,Nagapattinam,96,979,82,0
2025-08-08,Nagapattinam,125,972,95,1
2025-08-11,Nagapattinam,40,1020,94,0
2025-08-14,Nagapattinam,79,990,67,0
2025-08-17,Nagapattinam,59,968,77,0
2025-08-20,Nagapattinam,43,963,61,0
2025-08-23,Nagapattinam,154,963,96,1
2025-08-26,Nagapattinam,109,968,62,0
2025-08-29,Nagapattinam,54,977,94,0
2025-09-01,Nagapattinam,46,993,61,0
2025-09-04,Nagapattinam,145,960,79,0
2025-09-07,Nagapattinam,105,1012,89,0
2025-09-10,Nagapattinam,121,1006,73,0
2025-09-13,Nagapattinam,149,984,90,0
2025-09-16,Nagapattinam,105,1015,74,0
2025-09-19,Nagapattinam,143,992,77,0
2025-09-22,Nagapattinam,119,985,98,0
2025-09-25,Nagapattinam,65,970,62,0
2025-09-28,Nagapattinam,152,960,76,0
2025-10-01,Nagapattinam,142,988,86,0
2025-10-04,Nagapattinam,107,957,68,0
2025-10-07,Nagapattinam,100,1012,89,0
2025-10-10,Nagapattinam,147,988,58,0
2025-10-13,Nagapattinam,70,970,89,0
2025-10-16,Nagapattinam,155,1017,65,0
2025-10-19,Nagapattinam,66,1006,59,0
2025-10-22,Nagapattinam,110,959,92,1
2025-10-25,Nagapattinam,108,999,70,0
2025-10-28,Nagapattinam,138,1010,69,0
2025-10-31,Nagapattinam,91,995,86,0
2025-11-03,Nagapattinam,140,971,95,1
2025-11-06,Nagapattinam,96,960,97,0
2025-11-09,Nagapattinam,78,954,92,0
2025-11-12,Nagapattinam,37,1010,83,0
2025-11-15,Nagapattinam,100,983,83,0
2025-11-18,Nagapattinam,142,991,94,0
2025-11-21,Nagapattinam,50,1017,73,0
2025-11-24,Nagapattinam,53,955,80,0
2025-11-27,Nagapattinam,132,1013,88,0
2025-11-30,Nagapattinam,139,1005,73,0
2025-12-03,Nagapattinam,102,950,55,0
2025-12-06,Nagapattinam,152,975,91,1
2025-12-09,Nagapattinam,85,956,100,0
2025-12-12,Nagapattinam,149,972,97,1
2025-12-15,Nagapattinam,116,1017,55,0
2025-12-18,Nagapattinam,57,966,68,0
2025-12-21,Nagapattinam,60,1018,73,0
2025-12-24,Nagapattinam,154,975,86,1
2025-12-27,Nagapattinam,144,992,76,0
2025-12-30,Nagapattinam,52,970,74,0
2025-01-01,Theni,73,987,75,0
2025-01-04,Theni,102,1011,95,0
2025-01-07,Theni,84,963,85,0
2025-01-10,Theni,158,1018,64,0
2025-01-13,Theni,140,980,59,0
2025-01-16,Theni,140,970,92,1
2025-01-19,Theni,77,999,79,0
2025-01-22,Theni,145,1018,65,0
2025-01-25,Theni,81,1011,67,0
2025-01-28,Theni,32,1013,86,0
2025-01-31,Theni,113,989,99,0
2025-02-03,Theni,67,1016,89,0
2025-02-06,Theni,107,991,87,0
2025-02-09,Theni,57,996,78,0
2025-02-12,Theni,121,983,75,0
2025-02-15,Theni,74,969,81,0
2025-02-18,Theni,99,1002,82,0
2025-02-21,Theni,48,1012,74,0
2025-02-24,Theni,122,952,61,0
2025-02-27,Theni,152,985,85,0
2025-03-02,Theni,98,1008,69,0
2025-03-05,Theni,146,981,91,0
2025-03-08,Theni,42,962,74,0
2025-03-11,Theni,39,1004,85,0
2025-03-14,Theni,94,994,92,0
2025-03-17,Theni,106,998,100,0
2025-03-20,Theni,35,989,90,0
2025-03-23,Theni,157,1011,57,0
2025-03-26,Theni,153,971,83,0
2025-03-29,Theni,58,998,98,0
2025-04-01,Theni,128,1002,87,0
2025-04-04,Theni,82,1003,79,0
2025-04-07,Theni,67,1004,83,0
2025-04-10,Theni,128,967,88,1
2025-04-13,Theni,136,962,92,1
2025-04-16,Theni,51,1013,87,0
2025-04-19,Theni,82,972,74,0
2025-04-22,Theni,143,950,68,0
2025-04-25,Theni,160,990,66,0
2025-04-28,Theni,160,977,79,0
2025-05-01,Theni,132,1013,94,0
2025-05-04,Theni,94,1003,71,0
2025-05-07,Theni,142,1003,87,0
2025-05-10,Theni,137,978,98,1
2025-05-13,Theni,109,1002,65,0
2025-05-16,Theni,94,969,96,0
2025-05-19,Theni,42,1008,78,0
2025-05-22,Theni,57,975,66,0
2025-05-25,Theni,147,1019,79,0
2025-05-28,Theni,138,951,64,0
2025-05-31,Theni,52,1000,60,0
2025-06-03,Theni,64,1013,80,0
2025-06-06,Theni,145,986,93,0
2025-06-09,Theni,65,983,90,0
2025-06-12,Theni,92,965,62,0
2025-06-15,Theni,108,984,88,0
2025-06-18,Theni,52,1014,98,0
2025-06-21,Theni,50,1006,82,0
2025-06-24,Theni,130,973,80,0
2025-06-27,Theni,133,961,96,1
2025-06-30,Theni,107,1000,55,0
2025-07-03,Theni,59,1013,73,0
2025-07-06,Theni,71,1017,67,0
2025-07-09,Theni,66,1016,61,0
2025-07-12,Theni,42,970,68,0
2025-07-15,Theni,134,980,78,0
2025-07-18,Theni,145,1009,94,0
2025-07-21,Theni,91,1010,62,0
2025-07-24,Theni,88,974,66,0
2025-07-27,Theni,131,1016,93,0
2025-07-30,Theni,122,976,66,0
2025-08-02,Theni,133,1012,77,0
2025-08-05,Theni,82,999,95,0
2025-08-08,Theni,154,969,94,1
2025-08-11,Theni,147,1008,63,0
2025-08-14,Theni,154,987,96,0
2025-08-17,Theni,59,999,76,0
2025-08-20,Theni,60,1018,84,0
2025-08-23,Theni,99,976,83,0
2025-08-26,Theni,128,978,82,0
2025-08-29,Theni,41,975,85,0
2025-09-01,Theni,56,958,74,0
2025-09-04,Theni,133,1009,63,0
2025-09-07,Theni,67,972,81,0
2025-09-10,Theni,60,973,97,0
2025-09-13,Theni,99,957,58,0
2025-09-16,Theni,73,956,96,0
2025-09-19,Theni,35,1007,56,0
2025-09-22,Theni,71,1013,61,0
2025-09-25,Theni,157,954,78,0
2025-09-28,Theni,77,962,96,0
2025-10-01,Theni,31,1010,81,0
2025-10-04,Theni,137,1017,93,0
2025-10-07,Theni,62,959,92,0
2025-10-10,Theni,125,968,88,1
2025-10-13,Theni,54,1014,81,0
2025-10-16,Theni,148,1005,82,0
2025-10-19,Theni,108,1008,96,0
2025-10-22,Theni,117,951,98,1
2025-10-25,Theni,41,988,92,0
2025-10-28,Theni,131,985,84,0
2025-10-31,Theni,60,1007,85,0
2025-11-03,Theni,93,1014,81,0
2025-11-06,Theni,94,1017,99,0
2025-11-09,Theni,125,976,63,0
2025-11-12,Theni,117,1001,84,0
2025-11-15,Theni,74,984,97,0
2025-11-18,Theni,59,1011,90,0
2025-11-21,Theni,139,981,67,0
2025-11-24,Theni,152,970,70,0
2025-11-27,Theni,136,1003,96,0
2025-11-30,Theni,47,957,97,0
2025-12-03,Theni,102,977,66,0
2025-12-06,Theni,146,998,81,0
2025-12-09,Theni,50,994,78,0
2025-12-12,Theni,97,1000,70,0
2025-12-15,Theni,95,994,87,0
2025-12-18,Theni,115,994,85,0
2025-12-21,Theni,32,1008,76,0
2025-12-24,Theni,153,969,55,0
2025-12-27,Theni,77,973,67,0
2025-12-30,Theni,124,963,82,0
2025-01-01,Virudhunagar,54,968,90,0
2025-01-04,Virudhunagar,60,987,87,0
2025-01-07,Virudhunagar,51,984,85,0
2025-01-10,Virudhunagar,40,952,75,0
2025-01-13,Virudhunagar,146,977,67,0
2025-01-16,Virudhunagar,132,998,99,0
2025-01-19,Virudhunagar,50,954,80,0
2025-01-22,Virudhunagar,40,1001,84,0
2025-01-25,Virudhunagar,63,958,58,0
2025-01-28,Virudhunagar,35,1019,76,0
2025-01-31,Virudhunagar,140,975,65,0
2025-02-03,Virudhunagar,121,991,61,0
2025-02-06,Virudhunagar,57,988,92,0
2025-02-09,Virudhunagar,123,950,67,0
2025-02-12,Virudhunagar,31,1011,69,0
2025-02-15,Virudhunagar,154,992,57,0
2025-02-18,Virudhunagar,43,996,79,0
2025-02-21,Virudhunagar,158,1003,86,0
2025-02-24,Virudhunagar,94,972,57,0
2025-02-27,Virudhunagar,48,958,81,0
2025-03-02,Virudhunagar,137,989,57,0
2025-03-05,Virudhunagar,30,968,65,0
2025-03-08,Virudhunagar,48,1009,74,0
2025-03-11,Virudhunagar,140,1003,65,0
2025-03-14,Virudhunagar,137,1010,99,0
2025-03-17,Virudhunagar,154,982,99,0
2025-03-20,Virudhunagar,119,968,72,0
2025-03-23,Virudhunagar,147,1002,94,0
2025-03-26,Virudhunagar,50,1005,58,0
2025-03-29,Virudhunagar,67,980,81,0
2025-04-01,Virudhunagar,38,992,76,0
2025-04-04,Virudhunagar,136,955,100,1
2025-04-07,Virudhunagar,88,952,75,0
2025-04-10,Virudhunagar,137,1008,76,0
2025-04-13,Virudhunagar,148,1018,61,0
2025-04-16,Virudhunagar,154,1010,90,0
2025-04-19,Virudhunagar,146,952,70,0
2025-04-22,Virudhunagar,119,1015,56,0
2025-04-25,Virudhunagar,116,965,55,0
2025-04-28,Virudhunagar,122,977,60,0
2025-05-01,Virudhunagar,61,1000,59,0
2025-05-04,Virudhunagar,142,951,91,1
2025-05-07,Virudhunagar,87,976,56,0
2025-05-10,Virudhunagar,131,955,61,0
2025-05-13,Virudhunagar,59,1011,96,0
2025-05-16,Virudhunagar,86,996,84,0
2025-05-19,Virudhunagar,91,963,74,0
2025-05-22,Virudhunagar,93,985,94,0
2025-05-25,Virudhunagar,82,974,58,0
2025-05-28,Virudhunagar,87,954,82,0
2025-05-31,Virudhunagar,126,1012,64,0
2025-06-03,Virudhunagar,128,993,61,0
2025-06-06,Virudhunagar,90,966,75,0
2025-06-09,Virudhunagar,81,1016,85,0
2025-06-12,Virudhunagar,103,965,90,1
2025-06-15,Virudhunagar,146,999,96,0
2025-06-18,Virudhunagar,84,987,100,0
2025-06-21,Virudhunagar,58,967,58,0
2025-06-24,Virudhunagar,157,980,96,0
2025-06-27,Virudhunagar,140,1016,63,0
2025-06-30,Virudhunagar,98,971,89,0
2025-07-03,Virudhunagar,74,964,91,0
2025-07-06,Virudhunagar,136,1014,72,0
2025-07-09,Virudhunagar,62,976,72,0
2025-07-12,Virudhunagar,49,1011,67,0
2025-07-15,Virudhunagar,86,965,80,0
2025-07-18,Virudhunagar,82,952,88,0
2025-07-21,Virudhunagar,37,997,98,0
2025-07-24,Virudhunagar,108,1008,91,0
2025-07-27,Virudhunagar,131,986,86,0
2025-07-30,Virudhunagar,50,968,91,0
2025-08-02,Virudhunagar,88,1003,85,0
2025-08-05,Virudhunagar,44,973,97,0
2025-08-08,Virudhunagar,66,964,56,0
2025-08-11,Virudhunagar,99,964,64,0
2025-08-14,Virudhunagar,123,990,70,0
2025-08-17,Virudhunagar,63,984,64,0
2025-08-20,Virudhunagar,146,991,64,0
2025-08-23,Virudhunagar,110,971,84,0
2025-08-26,Virudhunagar,61,991,66,0
2025-08-29,Virudhunagar,124,985,64,0
2025-09-01,Virudhunagar,41,981,60,0
2025-09-04,Virudhunagar,61,982,63,0
2025-09-07,Virudhunagar,123,975,73,0
2025-09-10,Virudhunagar,48,976,97,0
2025-09-13,Virudhunagar,145,991,74,0
2025-09-16,Virudhunagar,76,967,92,0
2025-09-19,Virudhunagar,145,1013,96,0
2025-09-22,Virudhunagar,134,976,81,0
2025-09-25,Virudhunagar,93,971,75,0
2025-09-28,Virudhunagar,151,969,81,0
2025-10-01,Virudhunagar,45,994,81,0
2025-10-04,Virudhunagar,141,969,66,0
2025-10-07,Virudhunagar,60,951,74,0
2025-10-10,Virudhunagar,114,975,63,0
2025-10-13,Virudhunagar,58,982,99,0
2025-10-16,Virudhunagar,86,987,69,0
2025-10-19,Virudhunagar,67,952,89,0
2025-10-22,Virudhunagar,59,1018,84,0
2025-10-25,Virudhunagar,154,969,67,0
2025-10-28,Virudhunagar,119,957,70,0
2025-10-31,Virudhunagar,134,965,59,0
2025-11-03,Virudhunagar,147,971,72,0
2025-11-06,Virudhunagar,78,1004,65,0
2025-11-09,Virudhunagar,151,975,69,0
2025-11-12,Virudhunagar,87,993,78,0
2025-11-15,Virudhunagar,99,1002,84,0
2025-11-18,Virudhunagar,147,971,92,1
2025-11-21,Virudhunagar,156,991,69,0
2025-11-24,Virudhunagar,34,1006,76,0
2025-11-27,Virudhunagar,57,1012,68,0
2025-11-30,Virudhunagar,75,955,74,0
2025-12-03,Virudhunagar,40,968,55,0
2025-12-06,Virudhunagar,50,995,81,0
2025-12-09,Virudhunagar,148,978,83,0
2025-12-12,Virudhunagar,127,971,96,1
2025-12-15,Virudhunagar,88,1001,60,0
2025-12-18,Virudhunagar,102,1002,95,0
2025-12-21,Virudhunagar,136,1013,65,0
2025-12-24,Virudhunagar,114,983,64,0
2025-12-27,Virudhunagar,54,985,99,0
2025-12-30,Virudhunagar,98,971,64,0
2025-01-01,Karur,67,1017,74,0
2025-01-04,Karur,57,1015,62,0
2025-01-07,Karur,32,985,69,0
2025-01-10,Karur,102,1005,72,0
2025-01-13,Karur,158,962,69,0
2025-01-16,Karur,31,1014,65,0
2025-01-19,Karur,106,979,70,0
2025-01-22,Karur,114,1007,75,0
2025-01-25,Karur,157,1001,57,0
2025-01-28,Karur,80,995,72,0
2025-01-31,Karur,40,974,90,0
2025-02-03,Karur,75,977,64,0
2025-02-06,Karur,149,969,77,0
2025-02-09,Karur,116,993,86,0
2025-02-12,Karur,73,970,59,0
2025-02-15,Karur,97,1008,65,0
2025-02-18,Karur,120,993,81,0
2025-02-21,Karur,45,1014,83,0
2025-02-24,Karur,160,982,84,0
2025-02-27,Karur,138,959,92,1
2025-03-02,Karur,111,966,95,1
2025-03-05,Karur,125,969,71,0
2025-03-08,Karur,74,994,77,0
2025-03-11,Karur,103,1002,73,0
2025-03-14,Karur,101,967,56,0
2025-03-17,Karur,57,952,65,0
2025-03-20,Karur,108,987,100,0
2025-03-23,Karur,84,969,99,0
2025-03-26,Karur,150,959,93,1
2025-03-29,Karur,116,1017,60,0
2025-04-01,Karur,83,998,64,0
2025-04-04,Karur,35,1007,78,0
2025-04-07,Karur,135,960,80,0
2025-04-10,Karur,153,965,79,0
2025-04-13,Karur,151,967,96,1
2025-04-16,Karur,67,964,85,0
2025-04-19,Karur,100,973,100,0
2025-04-22,Karur,64,983,67,0
2025-04-25,Karur,59,955,61,0
2025-04-28,Karur,91,1017,80,0
2025-05-01,Karur,34,1016,75,0
2025-05-04,Karur,76,994,98,0
2025-05-07,Karur,130,1010,96,0
2025-05-10,Karur,32,997,96,0
2025-05-13,Karur,128,977,91,1
2025-05-16,Karur,79,982,77,0
2025-05-19,Karur,74,985,89,0
2025-05-22,Karur,52,976,99,0
2025-05-25,Karur,138,989,60,0
2025-05-28,Karur,150,976,63,0
2025-05-31,Karur,80,969,99,0
2025-06-03,Karur,100,1012,94,0
2025-06-06,Karur,155,1003,68,0
2025-06-09,Karur,54,967,93,0
2025-06-12,Karur,154,986,90,0
2025-06-15,Karur,72,991,84,0
2025-06-18,Karur,122,968,91,1
2025-06-21,Karur,57,972,83,0
2025-06-24,Karur,133,995,94,0
2025-06-27,Karur,94,997,96,0
2025-06-30,Karur,139,994,86,0
2025-07-03,Karur,32,973,62,0
2025-07-06,Karur,115,985,68,0
2025-07-09,Karur,140,959,96,1
2025-07-12,Karur,141,973,75,0
2025-07-15,Karur,123,1011,86,0
2025-07-18,Karur,109,1020,88,0
2025-07-21,Karur,137,960,60,0
2025-07-24,Karur,97,996,86,0
2025-07-27,Karur,160,974,77,0
2025-07-30,Karur,105,958,62,0
2025-08-02,Karur,139,951,80,0
2025-08-05,Karur,121,960,59,0
2025-08-08,Karur,67,979,61,0
2025-08-11,Karur,128,951,58,0
2025-08-14,Karur,151,964,94,1
2025-08-17,Karur,83,963,72,0
2025-08-20,Karur,45,977,73,0
2025-08-23,Karur,57,970,63,0
2025-08-26,Karur,52,982,98,0
2025-08-29,Karur,143,986,69,0
2025-09-01,Karur,112,1003,97,0
2025-09-04,Karur,89,979,77,0
2025-09-07,Karur,86,975,72,0
2025-09-10,Karur,44,992,67,0
2025-09-13,Karur,145,955,85,0
2025-09-16,Karur,65,971,82,0
2025-09-19,Karur,123,982,56,0
2025-09-22,Karur,105,1019,93,0
2025-09-25,Karur,154,1018,88,0
2025-09-28,Karur,106,960,94,1
2025-10-01,Karur,118,1000,70,0
2025-10-04,Karur,135,1012,95,0
2025-10-07,Karur,36,996,78,0
2025-10-10,Karur,35,955,99,0
2025-10-13,Karur,98,952,75,0
2025-10-16,Karur,138,981,82,0
2025-10-19,Karur,89,951,59,0
2025-10-22,Karur,123,1014,76,0
2025-10-25,Karur,55,969,57,0
2025-10-28,Karur,155,1010,66,0
2025-10-31,Karur,97,958,97,0
2025-11-03,Karur,111,968,82,0
2025-11-06,Karur,157,985,86,0
2025-11-09,Karur,80,993,76,0
2025-11-12,Karur,140,1013,80,0
2025-11-15,Karur,41,960,81,0
2025-11-18,Karur,61,953,76,0
2025-11-21,Karur,122,983,63,0
2025-11-24,Karur,116,954,75,0
2025-11-27,Karur,74,987,76,0
2025-11-30,Karur,49,987,96,0
2025-12-03,Karur,97,984,73,0
2025-12-06,Karur,104,1019,96,0
